Unnamed: 0,Chords,Notes_from_Degrees
2389,Gbdim7b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""']"
2390,Gbdim7sus2,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2391,Gbdimmaj7sus2,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
2392,Gbdim7sus4,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""A4""', '""B4""']"
2393,Gbdimmaj7sus4,"['""C4""', '""C#4""', '""F4""', '""F#4""', '""A4""', '""B4""']"
2394,Gbdimadd9,"['""C4""', '""F#4""', '""G#4""', '""A4""']"
2395,Gbdimadd11,"['""C4""', '""F#4""', '""A4""', '""B4""']"
2396,Gbdimadd13,"['""C4""', '""D#4""', '""F#4""', '""A4""']"
2397,Gbdim11s,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2398,Gbdim11b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2399,Gbdimmajs911s,"['""C4""', '""F4""', '""F#4""', '""A4""']"
2400,Gbdimb711b9,"['""C4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2401,Gbdimmaj11,"['""C4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2402,Gbdimmaj911s,"['""C4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
2403,Gbdim11,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2404,Gbdimb11b9,"['""C4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
2405,Gbdim13b11b9b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""A#4""']"
2406,Gbdim13b9,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2407,Gbdim1311s,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2408,Gbdim13b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2409,Gbdimmaj13b,"['""C4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2410,Gbdim13bb9,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2411,Gbdimmaj13s911s,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""A4""']"
2412,Gbdimb713b9,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2413,Gbdimmaj13,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2414,Gbdimmaj1311s,"['""C4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
2415,Gbdim13,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2416,Gbdim11b913b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G4""', '""A4""', '""B4""']"
2417,Gbdim1113b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2418,Gbaug7,"['""D4""', '""E4""', '""F#4""', '""A#4""']"
2419,Gbaugmaj7,"['""D4""', '""F4""', '""F#4""', '""A#4""']"
2420,Gbaug9,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2421,Gbaugmaj9,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2422,Gbaugmajs9,"['""D4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
2423,Gbaugb9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
2424,Gbaugb79,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
2425,Gbaugb7b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""']"
2426,Gbaug7b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
2427,Gbaug7sus2,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2428,Gbaugmaj7sus2,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2429,Gbaug7sus4,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""A#4""', '""B4""']"
2430,Gbaugmaj7sus4,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""A#4""', '""B4""']"
2431,Gbaugadd9,"['""D4""', '""F#4""', '""G#4""', '""A#4""']"
2432,Gbaugadd11,"['""D4""', '""F#4""', '""A#4""', '""B4""']"
2433,Gbaugadd13,"['""D4""', '""D#4""', '""F#4""', '""A#4""']"
2434,Gbaug11s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2435,Gbaug11b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2436,Gbaugmajs911s,"['""C4""', '""D4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
2437,Gbaugb711b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2438,Gbaugmaj11,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2439,Gbaugmaj911s,"['""C4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2440,Gbaug11,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2441,Gbaugb11b9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
2442,Gbaug13b11b9b,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""']"
2443,Gbaug13b9,"['""D4""', '""D#4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2444,Gbaug1311s,"['""C4""', '""D4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2445,Gbaug13b,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2446,Gbaugmaj13b,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2447,Gbaug13bb9,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2448,Gbaugmaj13s911s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
2449,Gbaugb713b9,"['""D4""', '""D#4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2450,Gbaugmaj13,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2451,Gbaugmaj1311s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2452,Gbaug13,"['""D4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2453,Gbaug11b913b,"['""D4""', '""E4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2454,Gbaug1113b,"['""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2455,Ab7,"['""C4""', '""D#4""', '""F#4""', '""G#4""']"
2456,Abmaj7,"['""C4""', '""D#4""', '""G4""', '""G#4""']"
2457,Abmaj9,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
2458,Abmajs9,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
2459,Abb9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
2460,Abb79,"['""C4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
2461,Abb7b9,"['""C4""', '""D#4""', '""F4""', '""G#4""', '""A4""']"
2462,Ab7sus2,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
2463,Abmaj7sus2,"['""C4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
2464,Ab7sus4,"['""C4""', '""C#4""', '""D#4""', '""F#4""', '""G#4""']"
2465,Abmaj7sus4,"['""C4""', '""C#4""', '""D#4""', '""G4""', '""G#4""']"
2466,Abadd9,"['""C4""', '""D#4""', '""G#4""', '""A#4""']"
2467,Abadd11,"['""C4""', '""C#4""', '""D#4""', '""G#4""']"
2468,Abadd13,"['""C4""', '""D#4""', '""F4""', '""G#4""']"
2469,Ab11s,"['""C4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
2470,Abmajs911s,"['""C4""', '""D4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
2471,Abb711b9,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G#4""', '""A4""']"
2472,Abmaj11,"['""C4""', '""C#4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
2473,Abmaj911s,"['""C4""', '""D4""', '""D#4""', '""G4""', '""G#4""', '""A#4""']"
2474,Ab11,"['""C4""', '""C#4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""']"
2475,Abb11b9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""']"
2476,Ab13b11b9b,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2477,Ab13b9,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
2478,Ab1311s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2479,Ab13b,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2480,Abmaj13b,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2481,Ab13bb9,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2482,Abmaj13s911s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
2483,Abb713b9,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F4""', '""G#4""', '""A4""']"
2484,Abmaj13,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2485,Abmaj1311s,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2486,Ab13,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2487,Ab11b913b,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2488,Ab1113b,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2489,Abmin7,"['""D#4""', '""F#4""', '""G#4""', '""B4""']"
2490,Abminmaj7,"['""D#4""', '""G4""', '""G#4""', '""B4""']"
2491,Abmin9,"['""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2492,Abminmaj9,"['""D#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2493,Abminmajs9,"['""D#4""', '""G4""', '""G#4""', '""B4""']"
2494,Abminb9,"['""D#4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2495,Abminb79,"['""D#4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2496,Abminb7b9,"['""D#4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2497,Abmin7b9,"['""D#4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2498,Abmin7sus2,"['""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2499,Abminmaj7sus2,"['""D#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2500,Abmin7sus4,"['""C#4""', '""D#4""', '""F#4""', '""G#4""', '""B4""']"
2501,Abminmaj7sus4,"['""C#4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
2502,Abminadd9,"['""D#4""', '""G#4""', '""A#4""', '""B4""']"
2503,Abminadd11,"['""C#4""', '""D#4""', '""G#4""', '""B4""']"
2504,Abminadd13,"['""D#4""', '""F4""', '""G#4""', '""B4""']"
2505,Abmin11s,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2506,Abmin11b9,"['""C#4""', '""D#4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2507,Abminmajs911s,"['""D4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
2508,Abminb711b9,"['""C#4""', '""D#4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2509,Abminmaj11,"['""C#4""', '""D#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2510,Abminmaj911s,"['""D4""', '""D#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2511,Abmin11,"['""C#4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2512,Abminb11b9,"['""C4""', '""D#4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2513,Abmin13b11b9b,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2514,Abmin13b9,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2515,Abmin1311s,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2516,Abmin13b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2517,Abminmaj13b,"['""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2518,Abmin13bb9,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2519,Abminmaj13s911s,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
2520,Abminb713b9,"['""C#4""', '""D#4""', '""E4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2521,Abminmaj13,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2522,Abminmaj1311s,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2523,Abmin13,"['""C#4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2524,Abmin11b913b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2525,Abmin1113b,"['""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2526,Abdim7,"['""D4""', '""F#4""', '""G#4""', '""B4""']"
2527,Abdimmaj7,"['""D4""', '""G4""', '""G#4""', '""B4""']"
2528,Abdim9,"['""D4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2529,Abdimmaj9,"['""D4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2530,Abdimmajs9,"['""D4""', '""G4""', '""G#4""', '""B4""']"
2531,Abdimb9,"['""D4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2532,Abdimb79,"['""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2533,Abdimb7b9,"['""D4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2534,Abdim7b9,"['""D4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2535,Abdim7sus2,"['""D4""', '""D#4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2536,Abdimmaj7sus2,"['""D4""', '""D#4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2537,Abdim7sus4,"['""C#4""', '""D4""', '""D#4""', '""F#4""', '""G#4""', '""B4""']"
2538,Abdimmaj7sus4,"['""C#4""', '""D4""', '""D#4""', '""G4""', '""G#4""', '""B4""']"
2539,Abdimadd9,"['""D4""', '""G#4""', '""A#4""', '""B4""']"
2540,Abdimadd11,"['""C#4""', '""D4""', '""G#4""', '""B4""']"
2541,Abdimadd13,"['""D4""', '""F4""', '""G#4""', '""B4""']"
2542,Abdim11s,"['""D4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2543,Abdim11b9,"['""C#4""', '""D4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2544,Abdimmajs911s,"['""D4""', '""G4""', '""G#4""', '""B4""']"
2545,Abdimb711b9,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2546,Abdimmaj11,"['""C#4""', '""D4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2547,Abdimmaj911s,"['""D4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2548,Abdim11,"['""C#4""', '""D4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2549,Abdimb11b9,"['""C4""', '""D4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2550,Abdim13b11b9b,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2551,Abdim13b9,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2552,Abdim1311s,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2553,Abdim13b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2554,Abdimmaj13b,"['""C#4""', '""D4""', '""E4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2555,Abdim13bb9,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2556,Abdimmaj13s911s,"['""D4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
2557,Abdimb713b9,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""A4""', '""B4""']"
2558,Abdimmaj13,"['""C#4""', '""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2559,Abdimmaj1311s,"['""D4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2560,Abdim13,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2561,Abdim11b913b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A4""', '""B4""']"
2562,Abdim1113b,"['""C#4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2563,Abaug7,"['""C4""', '""E4""', '""F#4""', '""G#4""']"
2564,Abaugmaj7,"['""C4""', '""E4""', '""G4""', '""G#4""']"
2565,Abaug9,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2566,Abaugmaj9,"['""C4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2567,Abaugmajs9,"['""C4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
2568,Abaugb9,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2569,Abaugb79,"['""C4""', '""E4""', '""F4""', '""G#4""', '""A#4""']"
2570,Abaugb7b9,"['""C4""', '""E4""', '""F4""', '""G#4""', '""A4""']"
2571,Abaug7b9,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2572,Abaug7sus2,"['""C4""', '""D#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2573,Abaugmaj7sus2,"['""C4""', '""D#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2574,Abaug7sus4,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""F#4""', '""G#4""']"
2575,Abaugmaj7sus4,"['""C4""', '""C#4""', '""D#4""', '""E4""', '""G4""', '""G#4""']"
2576,Abaugadd9,"['""C4""', '""E4""', '""G#4""', '""A#4""']"
2577,Abaugadd11,"['""C4""', '""C#4""', '""E4""', '""G#4""']"
2578,Abaugadd13,"['""C4""', '""E4""', '""F4""', '""G#4""']"
2579,Abaug11s,"['""C4""', '""D4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2580,Abaug11b9,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2581,Abaugmajs911s,"['""C4""', '""D4""', '""E4""', '""G4""', '""G#4""', '""B4""']"
2582,Abaugb711b9,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G#4""', '""A4""']"
2583,Abaugmaj11,"['""C4""', '""C#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2584,Abaugmaj911s,"['""C4""', '""D4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2585,Abaug11,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2586,Abaugb11b9,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2587,Abaug13b11b9b,"['""C4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2588,Abaug13b9,"['""C4""', '""C#4""', '""E4""', '""F4""', '""F#4""', '""G#4""', '""A4""']"
2589,Abaug1311s,"['""C4""', '""D4""', '""E4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2590,Abaug13b,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2591,Abaugmaj13b,"['""C4""', '""C#4""', '""E4""', '""G4""', '""G#4""', '""A#4""']"
2592,Abaug13bb9,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2593,Abaugmaj13s911s,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""B4""']"
2594,Abaugb713b9,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G#4""', '""A4""']"
2595,Abaugmaj13,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2596,Abaugmaj1311s,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2597,Abaug13,"['""C4""', '""C#4""', '""E4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2598,Abaug11b913b,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A4""']"
2599,Abaug1113b,"['""C4""', '""C#4""', '""E4""', '""F#4""', '""G#4""', '""A#4""']"
2600,Bb7,"['""D4""', '""F4""', '""G#4""', '""A#4""']"
2601,Bbmaj7,"['""D4""', '""F4""', '""A4""', '""A#4""']"
2602,Bbmaj9,"['""C4""', '""D4""', '""F4""', '""A4""', '""A#4""']"
2603,Bbmajs9,"['""C#4""', '""D4""', '""F4""', '""A4""', '""A#4""']"
2604,Bbb9,"['""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2605,Bbb79,"['""C4""', '""D4""', '""F4""', '""G4""', '""A#4""']"
2606,Bbb7b9,"['""D4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
2607,Bb7sus2,"['""C4""', '""D4""', '""F4""', '""G#4""', '""A#4""']"
2608,Bbmaj7sus2,"['""C4""', '""D4""', '""F4""', '""A4""', '""A#4""']"
2609,Bb7sus4,"['""D4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
2610,Bbmaj7sus4,"['""D4""', '""D#4""', '""F4""', '""A4""', '""A#4""']"
2611,Bbadd9,"['""C4""', '""D4""', '""F4""', '""A#4""']"
2612,Bbadd11,"['""D4""', '""D#4""', '""F4""', '""A#4""']"
2613,Bbadd13,"['""D4""', '""F4""', '""G4""', '""A#4""']"
2614,Bb11s,"['""C4""', '""D4""', '""E4""', '""F4""', '""G#4""', '""A#4""']"
2615,Bbmajs911s,"['""C#4""', '""D4""', '""E4""', '""F4""', '""A4""', '""A#4""']"
2616,Bbb711b9,"['""D4""', '""D#4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
2617,Bbmaj11,"['""C4""', '""D4""', '""D#4""', '""F4""', '""A4""', '""A#4""']"
2618,Bbmaj911s,"['""C4""', '""D4""', '""E4""', '""F4""', '""A4""', '""A#4""']"
2619,Bb11,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
2620,Bbb11b9,"['""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2621,Bb13b11b9b,"['""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2622,Bb13b9,"['""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2623,Bb1311s,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2624,Bb13b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2625,Bbmaj13b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""A4""', '""A#4""']"
2626,Bb13bb9,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2627,Bbmaj13s911s,"['""C#4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
2628,Bbb713b9,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G4""', '""A#4""', '""B4""']"
2629,Bbmaj13,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
2630,Bbmaj1311s,"['""C4""', '""D4""', '""E4""', '""F4""', '""G4""', '""A4""', '""A#4""']"
2631,Bb13,"['""C4""', '""D4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
2632,Bb11b913b,"['""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2633,Bb1113b,"['""C4""', '""D4""', '""D#4""', '""F4""', '""F#4""', '""G#4""', '""A#4""']"
2634,Bbmin7,"['""C#4""', '""F4""', '""G#4""', '""A#4""']"
2635,Bbminmaj7,"['""C#4""', '""F4""', '""A4""', '""A#4""']"
2636,Bbmin9,"['""C4""', '""C#4""', '""F4""', '""G#4""', '""A#4""']"
2637,Bbminmaj9,"['""C4""', '""C#4""', '""F4""', '""A4""', '""A#4""']"
2638,Bbminmajs9,"['""C#4""', '""F4""', '""A4""', '""A#4""']"
2639,Bbminb9,"['""C#4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2640,Bbminb79,"['""C4""', '""C#4""', '""F4""', '""G4""', '""A#4""']"
2641,Bbminb7b9,"['""C#4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
2642,Bbmin7b9,"['""C#4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2643,Bbmin7sus2,"['""C4""', '""C#4""', '""F4""', '""G#4""', '""A#4""']"
2644,Bbminmaj7sus2,"['""C4""', '""C#4""', '""F4""', '""A4""', '""A#4""']"
2645,Bbmin7sus4,"['""C#4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
2646,Bbminmaj7sus4,"['""C#4""', '""D#4""', '""F4""', '""A4""', '""A#4""']"
2647,Bbminadd9,"['""C4""', '""C#4""', '""F4""', '""A#4""']"
2648,Bbminadd11,"['""C#4""', '""D#4""', '""F4""', '""A#4""']"
2649,Bbminadd13,"['""C#4""', '""F4""', '""G4""', '""A#4""']"
2650,Bbmin11s,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G#4""', '""A#4""']"
2651,Bbmin11b9,"['""C#4""', '""D#4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2652,Bbminmajs911s,"['""C#4""', '""E4""', '""F4""', '""A4""', '""A#4""']"
2653,Bbminb711b9,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""A#4""', '""B4""']"
2654,Bbminmaj11,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""A4""', '""A#4""']"
2655,Bbminmaj911s,"['""C4""', '""C#4""', '""E4""', '""F4""', '""A4""', '""A#4""']"
2656,Bbmin11,"['""C4""', '""C#4""', '""D#4""', '""F4""', '""G#4""', '""A#4""']"
2657,Bbminb11b9,"['""C#4""', '""D4""', '""F4""', '""G#4""', '""A#4""', '""B4""']"
2658,Bbmin13b11b9b,"['""C#4""', '""D4""', '""F4""', '""F#4""', '""G#4""', '""A#4""', '""B4""']"
2659,Bbmin13b9,"['""C#4""', '""D#4""', '""F4""', '""G4""', '""G#4""', '""A#4""', '""B4""']"
2660,Bbmin1311s,"['""C4""', '""C#4""', '""E4""', '""F4""', '""G4""', '""G#4""', '""A#4""']"
